System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2-(NNO) rhol rhos viscosity aH2O chisqr
46 5000.00 809.60 100.013123 0.9924449686650946 0.993300 -1347758.442445 265.946658 44.212659 134.707440 -609.886776 6292.618613 -13.665 0.000 2.260144 2.550945 5.155 n/a n/a
48 4950.50 807.60 100.013206 0.9910578353547523 0.992072 -1348237.993053 265.706915 44.225604 134.696626 -612.774052 6300.832181 -13.707 0.000 2.259120 2.550788 5.167 n/a n/a
50 4851.50 805.40 100.013324 0.9910200752302112 0.992046 -1348907.461575 265.494341 44.272687 134.702707 -620.144052 6326.125973 -13.754 0.000 2.256693 2.550475 5.186 n/a n/a
47 5000.00 808.60 100.013150 0.9909375029330322 0.991962 -1347919.282606 265.798435 44.201209 134.692101 -609.024084 6287.995925 -13.686 0.000 2.260343 2.550945 5.158 n/a n/a
49 4950.50 806.60 100.013232 0.9895503159256117 0.990733 -1348398.809500 265.558443 44.214123 134.681257 -611.906335 6296.212243 -13.729 0.000 2.259319 2.550788 5.170 n/a n/a
51 4851.50 804.40 100.013351 0.9895082830009839 0.990705 -1349068.321005 265.345532 44.261115 134.687298 -619.265737 6321.514368 -13.776 0.000 2.256892 2.550475 5.189 n/a n/a
50 4802.00 806.30 100.013329 0.9940475754883542 0.994733 -1348920.223617 265.685804 44.319801 134.736618 -625.618562 6348.255456 -13.735 0.000 2.255074 2.550319 5.191 n/a n/a
50 4950.50 805.60 100.013259 0.9880450795375090 0.989396 -1348559.575883 265.409882 44.202655 134.665877 -611.038911 6291.590747 -13.750 0.000 2.259519 2.550788 5.172 n/a n/a
52 4901.00 802.50 100.013373 0.9850102595443453 0.986703 -1349215.797980 265.005508 44.203027 134.638025 -612.961675 6294.915543 -13.817 0.000 2.258709 2.550632 5.187 n/a n/a
49 5000.00 806.60 100.013203 0.9879294102627277 0.989288 -1348240.812769 265.501720 44.178354 134.661389 -607.299574 6278.745941 -13.729 0.000 2.260742 2.550945 5.163 n/a n/a
51 4950.50 804.60 100.013286 0.9865421208936896 0.988059 -1348720.292302 265.261231 44.191202 134.650484 -610.171782 6286.967689 -13.772 0.000 2.259719 2.550788 5.175 n/a n/a
52 4950.50 803.60 100.013313 0.9850414347353803 0.986725 -1348880.958860 265.112490 44.179764 134.635080 -609.304946 6282.343063 -13.793 0.000 2.259920 2.550788 5.178 n/a n/a
53 4901.00 801.50 100.013400 0.9835097397879627 0.985368 -1349376.435953 264.856507 44.191557 134.622590 -612.089848 6290.293427 -13.838 0.000 2.258910 2.550632 5.190 n/a n/a
53 4950.50 802.60 100.013340 0.9835430158331391 0.985391 -1349041.575659 264.963658 44.168339 134.619665 -608.438403 6277.716863 -13.815 0.000 2.260121 2.550788 5.180 n/a n/a
52 5000.00 803.60 100.013283 0.9834342893953645 0.985287 -1348722.734133 265.055975 44.144176 134.615232 -604.714990 6264.859357 -13.793 0.000 2.261345 2.550945 5.171 n/a n/a
54 4950.50 801.60 100.013368 0.9820468589477066 0.984059 -1349202.142798 264.814736 44.156928 134.604237 -607.572152 6273.089084 -13.836 0.000 2.260323 2.550788 5.183 n/a n/a
53 4802.00 803.30 100.013411 0.9894987713587419 0.990701 -1349403.017988 265.239137 44.284904 134.690368 -622.966776 6334.438062 -13.799 0.000 2.255669 2.550319 5.199 n/a n/a
53 5000.00 802.60 100.013311 0.9819404330483001 0.983956 -1348883.275292 264.907213 44.132811 134.599823 -603.854043 6260.227378 -13.815 0.000 2.261546 2.550945 5.173 n/a n/a
55 4851.50 800.40 100.013460 0.9834840210187763 0.985352 -1349711.257708 264.749394 44.214968 134.625547 -615.755467 6303.051972 -13.862 0.000 2.257693 2.550475 5.199 n/a n/a
54 4802.00 802.30 100.013438 0.9879871156156628 0.989359 -1349563.848759 265.090069 44.273300 134.674927 -622.083453 6329.829052 -13.821 0.000 2.255868 2.550319 5.201 n/a n/a
54 5000.00 801.60 100.013338 0.9804488266996871 0.982627 -1349043.766969 264.758360 44.121460 134.584402 -602.993384 6255.593832 -13.836 0.000 2.261749 2.550945 5.176 n/a n/a
56 4851.50 799.40 100.013488 0.9819836557606446 0.984017 -1349871.867142 264.600132 44.203467 134.610080 -614.878645 6298.432352 -13.884 0.000 2.257895 2.550475 5.202 n/a n/a
55 4802.00 801.30 100.013466 0.9864777570855354 0.988019 -1349724.629359 264.940910 44.261710 134.659475 -621.200431 6325.218425 -13.843 0.000 2.256068 2.550319 5.204 n/a n/a
55 5000.00 800.60 100.013365 0.9789594651814817 0.981299 -1349204.209267 264.609416 44.110124 134.568970 -602.133015 6250.958714 -13.858 0.000 2.261952 2.550945 5.179 n/a n/a
57 4851.50 798.40 100.013516 0.9804855600862291 0.982684 -1350032.426883 264.450780 44.191980 134.594601 -614.002121 6293.811113 -13.905 0.000 2.258097 2.550475 5.205 n/a n/a
56 4802.00 800.30 100.013493 0.9849706904372867 0.986680 -1349885.359891 264.791660 44.250135 134.644011 -620.317711 6320.606179 -13.864 0.000 2.256268 2.550319 5.206 n/a n/a
56 5000.00 799.60 100.013393 0.9774723433721872 0.979972 -1349364.602283 264.460382 44.098801 134.553526 -601.272934 6246.322017 -13.879 0.000 2.262155 2.550945 5.181 n/a n/a
58 4851.50 797.40 100.013544 0.9789897287549716 0.981352 -1350192.937033 264.301336 44.180508 134.579110 -613.125894 6289.188250 -13.927 0.000 2.258300 2.550475 5.207 n/a n/a
57 4802.00 799.30 100.013521 0.9834659103588196 0.985343 -1350046.040458 264.642320 44.238574 134.628536 -619.435291 6315.992306 -13.886 0.000 2.256469 2.550319 5.209 n/a n/a
57 5000.00 798.60 100.013420 0.9759874561425063 0.978646 -1349524.946118 264.311256 44.087493 134.538070 -600.413142 6241.683736 -13.901 0.000 2.262359 2.550945 5.184 n/a n/a
59 4901.00 795.50 100.013567 0.9745540756003989 0.977387 -1350339.223068 263.960589 44.123034 134.529731 -606.865066 6262.527030 -13.968 0.000 2.260128 2.550632 5.205 n/a n/a
59 4950.50 796.60 100.013506 0.9745998235903301 0.977417 -1350004.237134 264.068759 44.100086 134.526925 -603.245271 6249.926322 -13.945 0.000 2.261339 2.550788 5.196 n/a n/a
58 5000.00 797.60 100.013448 0.9745047984059421 0.977322 -1349685.240871 264.162038 44.076198 134.522603 -599.553637 6237.043867 -13.923 0.000 2.262563 2.550945 5.186 n/a n/a
60 4901.00 794.50 100.013595 0.9730693256901146 0.976061 -1350499.515071 263.810948 44.111663 134.514213 -605.995296 6257.893631 -13.990 0.000 2.260333 2.550632 5.208 n/a n/a
60 4950.50 795.60 100.013534 0.9731171303526122 0.976093 -1350164.508429 263.919289 44.088759 134.511427 -602.380767 6245.288959 -13.966 0.000 2.261544 2.550788 5.198 n/a n/a
59 5000.00 796.60 100.013476 0.9730243650826962 0.975999 -1349845.486642 264.012728 44.064917 134.507123 -598.694420 6232.402404 -13.945 0.000 2.262768 2.550945 5.189 n/a n/a
59 4802.00 797.30 100.013577 0.9804631887751183 0.982672 -1350367.252105 264.343366 44.215494 134.597549 -617.671354 6306.759661 -13.929 0.000 2.256873 2.550319 5.214 n/a n/a
61 4901.00 793.50 100.013623 0.9715868080552743 0.974737 -1350659.758051 263.661215 44.100306 134.498684 -605.125819 6253.258598 -14.012 0.000 2.260538 2.550632 5.210 n/a n/a
61 4950.50 794.60 100.013562 0.9716366631654151 0.974770 -1350324.730766 263.769726 44.077446 134.495918 -601.516552 6240.649980 -13.988 0.000 2.261749 2.550788 5.201 n/a n/a
60 5000.00 795.60 100.013503 0.9715461511230139 0.974677 -1350005.683528 263.863326 44.053650 134.491633 -597.835489 6227.759342 -13.966 0.000 2.262974 2.550945 5.191 n/a n/a
60 4802.00 796.30 100.013605 0.9789652367586064 0.981339 -1350527.783389 264.193752 44.203976 134.582038 -616.789835 6302.140878 -13.951 0.000 2.257075 2.550319 5.217 n/a n/a
62 4901.00 792.50 100.013651 0.9701065176181086 0.973414 -1350819.952107 263.511388 44.088962 134.483143 -604.256633 6248.621928 -14.034 0.000 2.260744 2.550632 5.213 n/a n/a
61 5000.00 794.60 100.013531 0.9700701514848696 0.973356 -1350165.831629 263.713832 44.042397 134.476130 -596.976846 6223.114675 -13.988 0.000 2.263180 2.550945 5.194 n/a n/a
61 4802.00 795.30 100.013633 0.9774695502836951 0.980007 -1350688.265116 264.044045 44.192471 134.566516 -615.908615 6297.520449 -13.973 0.000 2.257278 2.550319 5.219 n/a n/a
63 4901.00 791.50 100.013680 0.9686284493081823 0.972092 -1350980.097337 263.361469 44.077633 134.467590 -603.387739 6243.983614 -14.056 0.000 2.260950 2.550632 5.215 n/a n/a
63 4950.50 792.60 100.013618 0.9686823867233914 0.972127 -1350645.028958 263.470322 44.054863 134.464864 -599.788991 6231.367154 -14.032 0.000 2.262161 2.550788 5.206 n/a n/a
62 4802.00 794.30 100.013661 0.9759761241389243 0.978676 -1350848.697386 263.894247 44.180981 134.550981 -615.027694 6292.898368 -13.995 0.000 2.257482 2.550319 5.222 n/a n/a
63 4851.50 792.40 100.013685 0.9715443559531879 0.974711 -1350994.747436 263.552738 44.123355 134.501480 -608.749198 6266.049387 -14.036 0.000 2.259320 2.550475 5.220 n/a n/a
64 4901.00 790.50 100.013709 0.9671525980993229 0.970772 -1351140.193840 263.211457 44.066317 134.452025 -602.519136 6239.343652 -14.078 0.000 2.261157 2.550632 5.218 n/a n/a
64 4950.50 791.60 100.013647 0.9672085674195967 0.970808 -1350805.105010 263.320481 44.043592 134.449319 -598.925643 6226.723297 -14.054 0.000 2.262368 2.550788 5.208 n/a n/a
63 4802.00 793.30 100.013690 0.9744849531482370 0.977346 -1351009.080301 263.744357 44.169505 134.535435 -614.147072 6288.274629 -14.017 0.000 2.257686 2.550319 5.225 n/a n/a
64 4851.50 791.40 100.013713 0.9700620021649204 0.973386 -1351154.962150 263.402741 44.111966 134.485919 -607.874744 6261.416669 -14.058 0.000 2.259526 2.550475 5.222 n/a n/a
65 4901.00 789.50 100.013737 0.9656789589721283 0.969452 -1351300.241716 263.061351 44.055015 134.436449 -601.650824 6234.702036 -14.100 0.000 2.261365 2.550632 5.220 n/a n/a
65 4950.50 790.60 100.013675 0.9657369540532593 0.969490 -1350965.132498 263.170547 44.032335 134.433763 -598.062584 6222.077803 -14.076 0.000 2.262576 2.550788 5.211 n/a n/a
64 4802.00 792.30 100.013718 0.9729960321463912 0.976018 -1351169.413961 263.594374 44.158043 134.519877 -613.266747 6283.649228 -14.039 0.000 2.257891 2.550319 5.227 n/a n/a
64 5000.00 791.60 100.013616 0.9656553884922013 0.969403 -1350645.984199 263.264793 44.008721 134.429553 -594.402632 6209.170996 -14.054 0.000 2.263801 2.550945 5.202 n/a n/a
66 4901.00 788.50 100.013766 0.9642075269249242 0.968135 -1351460.241061 262.911151 44.043728 134.420861 -600.782802 6230.058762 -14.122 0.000 2.261572 2.550632 5.223 n/a n/a
66 4950.50 789.60 100.013704 0.9642675416465154 0.968174 -1351125.111518 263.020518 44.021091 134.418195 -597.199812 6217.430668 -14.098 0.000 2.262784 2.550788 5.213 n/a n/a
65 4802.00 791.30 100.013747 0.9715093559882818 0.974691 -1351329.698467 263.444298 44.146595 134.504307 -612.386721 6279.022159 -14.061 0.000 2.258096 2.550319 5.230 n/a n/a
66 4851.50 789.40 100.013771 0.9671039746130510 0.970742 -1351475.245006 263.102466 44.089231 134.454761 -606.126719 6252.146247 -14.102 0.000 2.259939 2.550475 5.228 n/a n/a
65 5000.00 790.60 100.013645 0.9641881962149611 0.968088 -1350805.938137 263.114926 43.997523 134.414003 -593.545132 6204.519859 -14.076 0.000 2.264009 2.550945 5.204 n/a n/a
67 4901.00 787.50 100.013795 0.9627382969813207 0.966818 -1351620.191974 262.760857 44.032454 134.405261 -599.915071 6225.413824 -14.144 0.000 2.261781 2.550632 5.226 n/a n/a
67 4950.50 788.60 100.013733 0.9628003252511507 0.966858 -1351285.042170 262.870396 44.009862 134.402615 -596.337329 6212.781886 -14.120 0.000 2.262992 2.550788 5.216 n/a n/a
67 4851.50 788.40 100.013800 0.9656282907455260 0.969421 -1351635.313347 262.952188 44.077885 134.439165 -605.253147 6247.508533 -14.125 0.000 2.260147 2.550475 5.230 n/a n/a
66 5000.00 789.60 100.013673 0.9627231933967282 0.966774 -1350965.843778 262.964966 43.986339 134.398442 -592.687916 6199.867093 -14.098 0.000 2.264217 2.550945 5.207 n/a n/a
68 4901.00 786.50 100.013824 0.9612712641874671 0.965503 -1351780.094553 262.610469 44.021193 134.389649 -599.047629 6220.767218 -14.167 0.000 2.261990 2.550632 5.228 n/a n/a
67 4802.00 789.30 100.013804 0.9685427177356798 0.972041 -1351650.120416 263.143866 44.123741 134.473132 -610.627559 6269.762999 -14.105 0.000 2.258508 2.550319 5.235 n/a n/a
68 4851.50 787.40 100.013829 0.9641548201185212 0.968102 -1351795.333095 262.801817 44.066552 134.423556 -604.379868 6242.869143 -14.147 0.000 2.260354 2.550475 5.233 n/a n/a
67 5000.00 788.60 100.013702 0.9612603751145747 0.965461 -1351125.701218 262.814912 43.975169 134.382869 -591.830985 6195.212691 -14.120 0.000 2.264426 2.550945 5.209 n/a n/a
69 4901.00 785.50 100.013854 0.9598064236038671 0.964189 -1351939.948894 262.459986 44.009947 134.374026 -598.180477 6216.118939 -14.189 0.000 2.262199 2.550632 5.231 n/a n/a
69 4950.50 786.60 100.013791 0.9598724607495431 0.964232 -1351604.758753 262.569869 43.987444 134.371420 -594.613222 6203.479363 -14.164 0.000 2.263410 2.550788 5.221 n/a n/a
69 4851.50 786.40 100.013858 0.9626835577340052 0.966784 -1351955.304348 262.651351 44.055233 134.407936 -603.506882 6238.228073 -14.169 0.000 2.260563 2.550475 5.235 n/a n/a
70 4901.00 784.50 100.013883 0.9583437703157179 0.962876 -1352099.755096 262.309409 43.998715 134.358391 -597.313614 6211.468980 -14.211 0.000 2.262409 2.550632 5.233 n/a n/a
68 5000.00 787.60 100.013731 0.9597997364827504 0.964150 -1351285.510554 262.664764 43.964013 134.367285 -590.974339 6190.556649 -14.142 0.000 2.264636 2.550945 5.212 n/a n/a
70 4950.50 785.60 100.013820 0.9584118028314954 0.962920 -1351764.544878 262.419464 43.976256 134.355805 -593.751598 6198.825611 -14.187 0.000 2.263621 2.550788 5.223 n/a n/a
69 4802.00 787.30 100.013863 0.9655849976674534 0.969397 -1351970.346944 262.843060 44.100944 134.441910 -608.869583 6260.497108 -14.149 0.000 2.258922 2.550319 5.240 n/a n/a
69 5000.00 786.60 100.013760 0.9583412726212585 0.962840 -1351445.271883 262.514521 43.952870 134.351689 -590.117976 6185.898961 -14.164 0.000 2.264846 2.550945 5.214 n/a n/a
71 4950.50 784.60 100.013849 0.9569533212990857 0.961610 -1351924.283021 262.268964 43.965082 134.340178 -592.890261 6194.170193 -14.209 0.000 2.263831 2.550788 5.226 n/a n/a
71 4851.50 784.40 100.013917 0.9597476377984143 0.964153 -1352275.101760 262.350135 44.032637 134.376660 -601.761786 6228.940870 -14.213 0.000 2.260981 2.550475 5.240 n/a n/a
70 4802.00 786.30 100.013892 0.9641094693138904 0.968077 -1352130.387174 262.692516 44.089566 134.426281 -607.991039 6255.861626 -14.171 0.000 2.259130 2.550319 5.242 n/a n/a
72 4950.50 783.60 100.013879 0.9554970112859971 0.960301 -1352083.973279 262.118369 43.953921 134.324540 -592.029209 6189.513103 -14.231 0.000 2.264042 2.550788 5.228 n/a n/a
72 4851.50 783.40 100.013947 0.9582829703599101 0.962839 -1352434.928115 262.199385 44.021360 134.361005 -600.889675 6224.294728 -14.236 0.000 2.261191 2.550475 5.243 n/a n/a
71 4802.00 785.30 100.013921 0.9626361553820232 0.966758 -1352290.378845 262.541878 44.078202 134.410640 -607.112790 6251.224446 -14.193 0.000 2.259338 2.550319 5.245 n/a n/a
73 4950.50 782.60 100.013908 0.9540428679665134 0.958994 -1352243.615746 261.967678 43.942774 134.308890 -591.168442 6184.854337 -14.254 0.000 2.264254 2.550788 5.231 n/a n/a
73 4851.50 782.40 100.013976 0.9568204913787650 0.961526 -1352594.706365 262.048539 44.010097 134.345337 -600.017856 6219.646886 -14.258 0.000 2.261402 2.550475 5.245 n/a n/a
74 4901.00 780.50 100.014002 0.9525149324799981 0.957638 -1352738.500433 261.706145 43.953922 134.295732 -593.849044 6192.852264 -14.301 0.000 2.263255 2.550632 5.243 n/a n/a
72 5000.00 783.60 100.013848 0.9539788812257390 0.958917 -1351924.268782 262.063223 43.919524 134.304830 -587.550587 6171.915977 -14.231 0.000 2.265479 2.550945 5.222 n/a n/a
74 4851.50 781.40 100.014006 0.9553601959465594 0.960215 -1352754.436608 261.897598 43.998847 134.329658 -599.146328 6214.997338 -14.280 0.000 2.261613 2.550475 5.248 n/a n/a
75 4901.00 779.50 100.014032 0.9510631426210809 0.956332 -1352898.067381 261.555089 43.942759 134.280037 -592.983620 6188.193840 -14.323 0.000 2.263467 2.550632 5.246 n/a n/a
73 4802.00 783.30 100.013981 0.9596961508049203 0.964123 -1352610.216908 262.240316 44.055515 134.379323 -605.357177 6241.944973 -14.238 0.000 2.259756 2.550319 5.250 n/a n/a
75 4851.50 780.40 100.014036 0.9539020792010827 0.958905 -1352914.118940 261.746561 43.987611 134.313967 -598.275090 6210.346081 -14.303 0.000 2.261824 2.550475 5.250 n/a n/a
76 4901.00 778.50 100.014062 0.9496135109790740 0.955027 -1353057.586766 261.403937 43.931608 134.264331 -592.118484 6183.533707 -14.346 0.000 2.263680 2.550632 5.248 n/a n/a
74 4802.00 782.30 100.014010 0.9582294502290383 0.962808 -1352770.063495 262.089393 44.044193 134.363647 -604.479811 6237.302670 -14.260 0.000 2.259966 2.550319 5.252 n/a n/a
76 4950.50 779.60 100.013998 0.9496933900684700 0.955079 -1352722.257362 261.515031 43.909415 134.261868 -588.587852 6170.867930 -14.321 0.000 2.264892 2.550788 5.238 n/a n/a
77 4901.00 777.50 100.014093 0.9481660327842911 0.953723 -1353217.058682 261.252689 43.920472 134.248613 -591.253634 6178.871862 -14.368 0.000 2.263894 2.550632 5.250 n/a n/a
77 4851.50 778.40 100.014097 0.9509923623571619 0.956289 -1353233.340255 261.444199 43.965181 134.282549 -596.533484 6201.038415 -14.348 0.000 2.262249 2.550475 5.255 n/a n/a
77 4950.50 778.60 100.014028 0.9482478655351967 0.953776 -1352881.709623 261.363956 43.898323 134.246170 -587.728224 6166.202409 -14.343 0.000 2.265106 2.550788 5.241 n/a n/a
78 4901.00 776.50 100.014123 0.9467207032702181 0.952421 -1353376.483226 261.101343 43.909349 134.232884 -590.389070 6174.208300 -14.391 0.000 2.264108 2.550632 5.253 n/a n/a
76 5000.00 779.60 100.013967 0.9481925139600877 0.953705 -1352562.265003 261.460154 43.875253 134.242186 -584.131355 6153.248661 -14.321 0.000 2.266331 2.550945 5.232 n/a n/a
79 4901.00 775.50 100.014154 0.9452775177077979 0.951120 -1353535.860490 260.949900 43.898240 134.217142 -589.524792 6169.543015 -14.413 0.000 2.264323 2.550632 5.255 n/a n/a
79 4950.50 776.60 100.014089 0.9453632401724305 0.951175 -1353200.472294 261.061515 43.876179 134.214740 -586.009819 6156.866259 -14.389 0.000 2.265535 2.550788 5.246 n/a n/a
77 5000.00 778.60 100.013997 0.9467512751857915 0.952405 -1352721.645706 261.309146 43.864219 134.226496 -583.277251 6148.577632 -14.343 0.000 2.266546 2.550945 5.234 n/a n/a
80 4901.00 774.50 100.014184 0.9438364713821390 0.949820 -1353695.190571 260.798360 43.887144 134.201389 -588.660800 6164.876004 -14.436 0.000 2.264539 2.550632 5.258 n/a n/a
80 4950.50 775.60 100.014119 0.9439241299328498 0.949876 -1353359.782893 260.910149 43.865127 134.199007 -585.151041 6152.195621 -14.411 0.000 2.265750 2.550788 5.248 n/a n/a
81 4901.00 773.50 100.014215 0.9423975595898185 0.948521 -1353854.473561 260.646722 43.876063 134.185623 -587.797093 6160.207260 -14.459 0.000 2.264754 2.550632 5.260 n/a n/a
81 4950.50 774.60 100.014150 0.9424871484044122 0.948579 -1353519.046460 260.758685 43.854089 134.183262 -584.292546 6147.523267 -14.434 0.000 2.265966 2.550788 5.251 n/a n/a
81 4851.50 774.40 100.014219 0.9451988605411726 0.951071 -1353871.212174 260.838312 43.920485 134.219571 -593.053745 6182.402351 -14.438 0.000 2.263105 2.550475 5.265 n/a n/a
82 4950.50 773.60 100.014181 0.9410522909338361 0.947283 -1353678.263087 260.607124 43.843065 134.167505 -583.434334 6142.849194 -14.457 0.000 2.266182 2.550788 5.253 n/a n/a
82 4851.50 773.40 100.014250 0.9437558597343683 0.949770 -1354030.561811 260.686597 43.909345 134.203797 -592.184531 6177.738988 -14.461 0.000 2.263320 2.550475 5.268 n/a n/a
83 4901.00 771.50 100.014272 0.9365180003835891 0.943215 -1354223.885589 260.294279 43.849047 134.122542 -585.295438 6147.419885 -14.504 0.000 2.264683 2.549863 5.254 n/a n/a
80 4802.00 776.30 100.014192 0.9494751609674128 0.954944 -1353728.134921 261.181838 43.976550 134.269341 -599.221779 6209.412620 -14.395 0.000 2.261237 2.550319 5.267 n/a n/a
83 4851.50 772.40 100.014281 0.9423149993275841 0.948470 -1354189.864300 260.534784 43.898219 134.188011 -591.315605 6173.073876 -14.484 0.000 2.263536 2.550475 5.270 n/a n/a
81 5000.00 774.60 100.014118 0.9410075914126720 0.947218 -1353358.697920 260.704143 43.820219 134.163617 -579.863640 6129.876573 -14.434 0.000 2.267408 2.550945 5.244 n/a n/a
84 4950.50 771.60 100.014234 0.9328178271150188 0.939846 -1354087.681497 260.216385 43.812391 134.079666 -580.336688 6127.338671 -14.502 0.000 2.265714 2.549495 5.238 n/a n/a
81 4802.00 775.30 100.014223 0.9480237197089013 0.953638 -1353887.646378 261.030241 43.965324 134.253582 -598.346463 6204.758194 -14.418 0.000 2.261451 2.550319 5.270 n/a n/a
82 5000.00 773.60 100.014149 0.9395769650597118 0.945925 -1353517.843791 260.552648 43.809253 134.147867 -579.010937 6125.197048 -14.457 0.000 2.267625 2.550945 5.246 n/a n/a
84 4851.50 771.40 100.014311 0.9402650936277558 0.946621 -1354359.469180 260.372950 43.886104 134.165812 -590.289270 6167.707893 -14.507 0.000 2.263650 2.550309 5.270 n/a n/a
82 4802.00 774.30 100.014253 0.9465744390127928 0.952333 -1354047.110345 260.878546 43.954112 134.237810 -597.471439 6200.102017 -14.441 0.000 2.261665 2.550319 5.272 n/a n/a
83 5000.00 772.60 100.014176 0.9358524187453485 0.942559 -1353715.914111 260.363737 43.794625 134.108003 -577.568686 6117.880466 -14.479 0.000 2.267459 2.550365 5.240 n/a n/a
85 4851.50 770.40 100.014333 0.9327939727107454 0.939882 -1354620.926688 260.122853 43.865114 134.086907 -587.863345 6156.138185 -14.530 0.000 2.262847 2.548874 5.250 n/a n/a
83 4802.00 773.30 100.014284 0.9451273141041455 0.951029 -1354206.526915 260.726754 43.942914 134.222027 -596.596705 6195.444085 -14.463 0.000 2.261880 2.550319 5.275 n/a n/a
84 5000.00 771.60 100.014197 0.9284219112483025 0.935843 -1353976.955681 260.114320 43.774078 134.029329 -575.173477 6106.308037 -14.502 0.000 2.266663 2.549076 5.220 n/a n/a
86 4851.50 769.40 100.014354 0.9253424299431346 0.933155 -1354882.159616 259.872732 43.844169 134.008369 -585.441214 6144.589904 -14.553 0.000 2.262034 2.547742 5.230 n/a n/a
84 4802.00 772.30 100.014316 0.9436823402209972 0.949727 -1354365.896186 260.574864 43.931729 134.206232 -595.722263 6190.784392 -14.486 0.000 2.262095 2.550319 5.277 n/a n/a
87 4901.00 767.50 100.014359 0.9068249126365517 0.916370 -1355267.637911 259.294541 43.765990 133.809860 -575.658940 6101.287533 -14.596 0.000 2.261405 2.546024 5.172 n/a n/a
85 5000.00 770.60 100.014219 0.9210107529484448 0.929139 -1354237.776793 259.864876 43.753573 133.951016 -572.781988 6094.756629 -14.525 0.000 2.265856 2.548043 5.200 n/a n/a
87 4851.50 768.40 100.014376 0.9179097549769889 0.926439 -1355143.184276 259.622572 43.823266 133.930196 -583.022674 6133.062455 -14.575 0.000 2.261210 2.546830 5.209 n/a n/a
85 4802.00 771.30 100.014347 0.9422395126423806 0.948426 -1354525.218250 260.422875 43.920558 134.190425 -594.848110 6186.122935 -14.509 0.000 2.262311 2.550319 5.280 n/a n/a
88 4901.00 766.50 100.014380 0.8994462813578911 0.909684 -1355528.113108 259.044454 43.745327 133.732600 -573.258050 6089.804239 -14.619 0.000 2.260557 2.545445 5.151 n/a n/a
88 4851.50 767.40 100.014398 0.9104952297289404 0.919733 -1355404.017262 259.372358 43.802404 133.852389 -580.607514 6121.555243 -14.598 0.000 2.260376 2.546081 5.188 n/a n/a
86 4802.00 770.30 100.014371 0.9365685758077007 0.943315 -1354756.096814 260.202082 43.902412 134.130385 -592.880918 6176.627217 -14.532 0.000 2.261814 2.549236 5.266 n/a n/a
89 4851.50 766.40 100.014419 0.9030981278420963 0.913036 -1355664.675458 259.122072 43.781583 133.774949 -578.195526 6110.067672 -14.622 0.000 2.259529 2.545457 5.167 n/a n/a
89 4901.00 765.50 100.014402 0.8920840500809128 0.903007 -1355788.437188 258.794274 43.724702 133.655706 -570.860033 6078.339669 -14.642 0.000 2.259698 2.544954 5.129 n/a n/a
87 5000.00 768.60 100.014262 0.9062436723382061 0.915761 -1354758.822641 259.365847 43.712689 133.795471 -568.009358 6071.714483 -14.571 0.000 2.264212 2.546504 5.158 n/a n/a
87 4802.00 769.30 100.014393 0.9290974152266824 0.936577 -1355017.535305 259.951742 43.881304 134.051657 -590.447343 6165.073558 -14.555 0.000 2.261002 2.547980 5.246 n/a n/a
90 4851.50 765.40 100.014441 0.8957177140555767 0.906349 -1355925.176067 258.871699 43.760799 133.697876 -575.786496 6098.599148 -14.645 0.000 2.258672 2.544932 5.146 n/a n/a
88 5000.00 767.60 100.014283 0.8988863248976859 0.909088 -1355019.080577 259.116230 43.692306 133.718239 -565.627806 6060.222547 -14.594 0.000 2.263373 2.545918 5.137 n/a n/a
88 4802.00 768.30 100.014415 0.9216454170147754 0.929849 -1355278.759126 259.701368 43.860240 133.973297 -588.017445 6153.541051 -14.578 0.000 2.260179 2.546977 5.226 n/a n/a
91 4851.50 764.40 100.014464 0.8883532435913083 0.899670 -1356185.536624 258.621221 43.740052 133.621171 -573.380206 6087.149073 -14.668 0.000 2.257802 2.544486 5.124 n/a n/a
91 4950.50 764.60 100.014385 0.8811667708643637 0.893042 -1355911.120841 258.467500 43.668563 133.537559 -563.583634 6046.843208 -14.663 0.000 2.259851 2.544595 5.091 n/a n/a
89 4802.00 767.30 100.014437 0.9142118623199433 0.923133 -1355539.784827 259.450946 43.839217 133.895306 -585.591017 6142.029102 -14.601 0.000 2.259345 2.546162 5.205 n/a n/a
92 4851.50 763.40 100.014486 0.8810039615569749 0.892999 -1356445.775018 258.370620 43.719340 133.544836 -570.976437 6075.716852 -14.691 0.000 2.256920 2.544103 5.102 n/a n/a
93 4851.50 762.40 100.014508 0.8736691022127521 0.886335 -1356705.909512 258.119880 43.698662 133.468870 -568.574964 6064.301888 -14.714 0.000 2.256025 2.543772 5.080 n/a n/a
92 4950.50 763.60 100.014407 0.8738524572878913 0.886390 -1356171.035321 258.217258 43.648163 133.461571 -561.201471 6035.417467 -14.686 0.000 2.258966 2.544255 5.069 n/a n/a
94 4851.50 761.40 100.014530 0.8663478883238503 0.879678 -1356965.958767 257.868981 43.678015 133.393277 -566.175559 6052.903581 -14.737 0.000 2.255117 2.543486 5.058 n/a n/a
91 5000.00 764.60 100.014348 0.8769103220952827 0.889118 -1355799.000148 258.366767 43.631374 133.488714 -558.499672 6025.856089 -14.663 0.000 2.260784 2.544630 5.073 n/a n/a
